Geography,Segment,Variety,Timeframe,Period,"Current Year Week Ending","Units Prior Year","Units Current Year","Unit Variance","Dollars Prior Year","Dollars Current Year","Dollar Variance","ASP Prior Year","ASP Current Year","ASP Variance"
Plains,Avocados,Hass,"Last 04 Wks",13,"2023-12-31 00:00:00",7521818.08,7210028.23,-0.041451395,6893582.49,6866174.35,-0.003975892,0.916478225,0.952308941,0.039096090
"South Central",Avocados,Hass,"Last 04 Wks",13,"2023-12-31 00:00:00",20743058.18,20535801.31,-0.009991626,16030172.15,16873868.49,0.052631771,0.772796953,0.821680549,0.063255421
Southeast,Avocados,Hass,"Last 04 Wks",13,"2023-12-31 00:00:00",21344329.20,22215211.69,0.040801586,20026314.20,21535059.93,0.075338163,0.938249875,0.969383512,0.033182671
West,Avocados,Hass,"Last 04 Wks",13,"2023-12-31 00:00:00",25819411.83,25345597.35,-0.018351095,26075017.30,27729112.10,0.063436000,1.009899740,1.094040583,0.083316036
Albany,Avocados,Hass,"Last 04 Wks",13,"2023-12-31 00:00:00",474257.27,460075.69,-0.029902712,518512.03,498530.02,-0.038537228,1.093313835,1.083582609,-0.008900671
Atlanta,Avocados,Hass,"Last 04 Wks",13,"2023-12-31 00:00:00",2908529.00,2885354.42,-0.007967802,2858080.95,2945476.59,0.030578433,0.982655131,1.020837013,0.038855831
Baltimore/Washington,Avocados,Hass,"Last 04 Wks",13,"2023-12-31 00:00:00",3319635.14,3333258.44,0.004103854,4311378.36,4389325.84,0.018079479,1.298750671,1.316827339,0.013918505
Birmingham/Montgomery,Avocados,Hass,"Last 04 Wks",13,"2023-12-31 00:00:00",1264074.77,1240174.74,-0.018907133,1121233.48,1137283.61,0.014314702,0.886999334,0.917034968,0.033862070
Boise,Avocados,Hass,"Last 04 Wks",13,"2023-12-31 00:00:00",437516.70,446159.35,0.019753875,456302.91,549444.65,0.204122604,1.042938261,1.231498665,0.180797282
Boston,Avocados,Hass,"Last 04 Wks",13,"2023-12-31 00:00:00",2139640.32,2325675.01,0.086946710,2882589.95,3065801.74,0.063558049,1.347231085,1.318241686,-0.021517763
Buffalo/Rochester,Avocados,Hass,"Last 04 Wks",13,"2023-12-31 00:00:00",693228.58,704270.86,0.015928773,774975.70,749981.25,-0.032251914,1.117922330,1.064904571,-0.047425261
Charlotte,Avocados,Hass,"Last 04 Wks",13,"2023-12-31 00:00:00",1295594.66,1447736.21,0.117429894,1531862.00,1702578.06,0.111443504,1.182362075,1.176027826,-0.005357284
Chicago,Avocados,Hass,"Last 04 Wks",13,"2023-12-31 00:00:00",4024997.06,3617425.33,-0.101260132,3785526.78,3902149.16,0.030807437,0.940504234,1.078708971,0.146947492
Cincinnati/Dayton,Avocados,Hass,"Last 04 Wks",13,"2023-12-31 00:00:00",1065823.87,1154552.55,0.083248912,1216380.55,1254039.18,0.030959584,1.141258496,1.086168997,-0.048270834
Columbus,Avocados,Hass,"Last 04 Wks",13,"2023-12-31 00:00:00",891878.37,947375.79,0.062225323,929952.78,1006483.81,0.082295612,1.042690136,1.062391315,0.018894568
"Dallas/Ft. Worth",Avocados,Hass,"Last 04 Wks",13,"2023-12-31 00:00:00",5656553.83,5609690.97,-0.008284702,4311908.86,4569448.65,0.059727560,0.762285481,0.814563347,0.068580430
Denver,Avocados,Hass,"Last 04 Wks",13,"2023-12-31 00:00:00",3770445.54,3641954.28,-0.034078535,3644476.18,3900911.14,0.070362640,0.966590325,1.071103820,0.108125948
Detroit,Avocados,Hass,"Last 04 Wks",13,"2023-12-31 00:00:00",1603568.08,1696775.36,0.058124934,1789785.17,1768268.01,-0.012022200,1.116126713,1.042134421,-0.066293810
"Grand Rapids",Avocados,Hass,"Last 04 Wks",13,"2023-12-31 00:00:00",657515.20,726087.28,0.104289716,757635.15,759133.72,0.001977962,1.152270161,1.045513049,-0.092649377
Harrisburg/Scranton,Avocados,Hass,"Last 04 Wks",13,"2023-12-31 00:00:00",1419852.62,1438043.97,0.012812133,1534337.11,1643587.79,0.071203834,1.080631242,1.142932921,0.057653042
Hartford/Springfield,Avocados,Hass,"Last 04 Wks",13,"2023-12-31 00:00:00",1299169.00,1286871.30,-0.009465821,1667609.54,1728430.35,0.036471850,1.283597085,1.343126036,0.046376664
Houston,Avocados,Hass,"Last 04 Wks",13,"2023-12-31 00:00:00",3577618.20,3547856.44,-0.008318875,2882857.20,3103605.80,0.076572852,0.805803481,0.874783365,0.085603854
Indianapolis,Avocados,Hass,"Last 04 Wks",13,"2023-12-31 00:00:00",957094.44,1006471.98,0.051591089,940663.01,982975.62,0.044981688,0.982831974,0.976654733,-0.006285144
Jacksonville,Avocados,Hass,"Last 04 Wks",13,"2023-12-31 00:00:00",933832.01,950590.18,0.017945600,890047.89,918616.05,0.032097320,0.953113501,0.966363910,0.013902236
"Las Vegas",Avocados,Hass,"Last 04 Wks",13,"2023-12-31 00:00:00",1529342.66,1439513.45,-0.058737138,1488839.39,1531092.67,0.028380012,0.973515896,1.063618176,0.092553476
"Los Angeles",Avocados,Hass,"Last 04 Wks",13,"2023-12-31 00:00:00",11237071.08,11052841.90,-0.016394769,13195323.15,12554644.10,-0.048553495,1.174267125,1.135874756,-0.032694749
Louisville,Avocados,Hass,"Last 04 Wks",13,"2023-12-31 00:00:00",476863.36,534781.73,0.121456956,503288.74,602090.35,0.196311986,1.055414988,1.125861848,0.066748019
"Miami/FT. Lauderdale",Avocados,Hass,"Last 04 Wks",13,"2023-12-31 00:00:00",4000846.73,4475815.27,0.118717003,3773572.64,4354567.99,0.153964268,0.943193501,0.972910571,0.031506865
Nashville,Avocados,Hass,"Last 04 Wks",13,"2023-12-31 00:00:00",1126027.10,1180835.51,0.048674147,1099840.29,1227624.33,0.116184179,0.976744070,1.039623492,0.064376558
"Northern New England",Avocados,Hass,"Last 04 Wks",13,"2023-12-31 00:00:00",1877605.08,1923439.22,0.024410958,2057164.37,2166893.10,0.053339801,1.095632082,1.126572173,0.028239489
"New Orleans/Mobile",Avocados,Hass,"Last 04 Wks",13,"2023-12-31 00:00:00",1214634.45,1082007.73,-0.109190650,941627.69,865198.22,-0.081167399,0.775235458,0.799622963,0.031458191
"New York",Avocados,Hass,"Last 04 Wks",13,"2023-12-31 00:00:00",6924720.19,7035333.01,0.015973617,8734530.67,9070679.73,0.038485073,1.261355035,1.289303535,0.022157521
Orlando,Avocados,Hass,"Last 04 Wks",13,"2023-12-31 00:00:00",2318892.03,2407618.46,0.038262423,2138106.70,2281507.09,0.067068866,0.922038054,0.947619868,0.027744858
Peoria/Springfield,Avocados,Hass,"Last 04 Wks",13,"2023-12-31 00:00:00",442994.01,448832.35,0.013179289,392889.97,399355.61,0.016456634,0.886896794,0.889765652,0.003234714
Philadelphia,Avocados,Hass,"Last 04 Wks",13,"2023-12-31 00:00:00",2111466.76,2175076.29,0.030125759,2402471.64,2482471.85,0.033299125,1.137821202,1.141326331,0.003080562
Phoenix/Tucson,Avocados,Hass,"Last 04 Wks",13,"2023-12-31 00:00:00",4620270.85,4473152.63,-0.031841904,4054050.51,4516798.23,0.114144536,0.877448670,1.009757234,0.150787811
Pittsburgh,Avocados,Hass,"Last 04 Wks",13,"2023-12-31 00:00:00",502232.79,523996.29,0.043333489,635884.90,554282.95,-0.128328172,1.266115859,1.057799388,-0.164531918
Portland,Avocados,Hass,"Last 04 Wks",13,"2023-12-31 00:00:00",2404838.73,2348658.15,-0.023361475,2621431.78,2898719.30,0.105777126,1.090065522,1.234202306,0.132227633
Providence,Avocados,Hass,"Last 04 Wks",13,"2023-12-31 00:00:00",293004.01,323153.03,0.102896261,402291.78,440628.81,0.095296600,1.372990669,1.363529885,-0.006890640
Raleigh/Greensboro,Avocados,Hass,"Last 04 Wks",13,"2023-12-31 00:00:00",1537659.09,1718641.75,0.117700120,1784320.72,1930606.30,0.081983903,1.160413733,1.123332598,-0.031955098
Richmond/Norfolk,Avocados,Hass,"Last 04 Wks",13,"2023-12-31 00:00:00",1135765.56,1204656.49,0.060655941,1254685.94,1302942.14,0.038460776,1.104705041,1.081588109,-0.020925886
Roanoke,Avocados,Hass,"Last 04 Wks",13,"2023-12-31 00:00:00",659221.71,724098.57,0.098414339,686223.59,740851.54,0.079606630,1.040960249,1.023136303,-0.017122600
Sacramento,Avocados,Hass,"Last 04 Wks",13,"2023-12-31 00:00:00",1637580.67,1819370.94,0.111011488,2319910.53,2025174.11,-0.127046460,1.416669466,1.113117766,-0.214271365
"San Diego",Avocados,Hass,"Last 04 Wks",13,"2023-12-31 00:00:00",2041791.41,2127208.62,0.041834448,2482538.79,2403405.78,-0.031875842,1.215863081,1.129840181,-0.070750483
"San Francisco",Avocados,Hass,"Last 04 Wks",13,"2023-12-31 00:00:00",2868574.29,3023312.84,0.053942667,4030675.02,3700762.93,-0.081850331,1.405114391,1.224075419,-0.128842870
Seattle,Avocados,Hass,"Last 04 Wks",13,"2023-12-31 00:00:00",2158617.79,2191826.29,0.015384148,3099059.88,3136409.46,0.012051907,1.435668647,1.430957135,-0.003281755
"South Carolina",Avocados,Hass,"Last 04 Wks",13,"2023-12-31 00:00:00",1963021.16,2095940.75,0.067711745,2045166.09,2192128.89,0.071858613,1.041846177,1.045892586,0.003883884
Spokane,Avocados,Hass,"Last 04 Wks",13,"2023-12-31 00:00:00",290676.70,305975.08,0.052630248,347928.24,357732.41,0.028178712,1.196959517,1.169155357,-0.023228989
"St. Louis",Avocados,Hass,"Last 04 Wks",13,"2023-12-31 00:00:00",827563.20,806108.37,-0.025925305,749532.92,676734.85,-0.097124580,0.905710788,0.839508523,-0.073094266
Syracuse,Avocados,Hass,"Last 04 Wks",13,"2023-12-31 00:00:00",307328.18,311810.25,0.014583968,341880.56,336944.92,-0.014436745,1.112428282,1.080608874,-0.028603559
Tampa,Avocados,Hass,"Last 04 Wks",13,"2023-12-31 00:00:00",2531249.72,2657832.88,0.050008166,2262595.81,2505997.31,0.107576219,0.893865110,0.942872418,0.054826291
Toledo,Avocados,Hass,"Last 04 Wks",13,"2023-12-31 00:00:00",476545.11,528452.22,0.108923814,471157.79,508395.11,0.079033644,0.988695053,0.962045555,-0.026954214
"West Tex/New Mexico",Avocados,Hass,"Last 04 Wks",13,"2023-12-31 00:00:00",3685123.33,3365198.36,-0.086815269,2906996.03,2915327.73,0.002866086,0.788846335,0.866316759,0.098207244
Wichita,Avocados,Hass,"Last 04 Wks",13,"2023-12-31 00:00:00",417417.90,370489.05,-0.112426554,327952.91,347270.32,0.058902978,0.785670452,0.937329508,0.193031386
"Source: IRI confidential information. HAB's calculation based in part on data reported by Information Resources, Inc. for the avocado category for Multi-Outlet (MULO). The information is believed to be reliable at the time supplied by IRI but is neither all-inclusive nor guaranteed by IRI. Without limiting the generality of the foregoing, specific data points may vary considerably from other information sources.",,,,,,,,,,,,,,
